Ano,Mês,UF
2016,Setembro,ES
2016,Setembro,GO
2016,Setembro,MA
2016,Setembro,MG
2016,Setembro,MS
2016,Setembro,MT
2016,Setembro,PA
2016,Setembro,PB
2016,Setembro,PE
2016,Setembro,PI
2016,Setembro,PR
2016,Setembro,RJ
2016,Setembro,RN
2016,Setembro,RO
2016,Setembro,RR
2016,Setembro,RS
2016,Setembro,SC
2016,Setembro,SE
2016,Setembro,SP
2016,Setembro,TO
2017,Abril,AC
2017,Abril,AL
2017,Abril,AM
2017,Abril,AP
2017,Abril,BA
2017,Abril,CE
2017,Abril,DF
2017,Abril,ES
2017,Abril,GO
2017,Abril,MA
2017,Abril,MG
2017,Abril,MS
2017,Abril,MT
2017,Abril,PA
2017,Abril,PB
2017,Abril,PE
2017,Abril,PI
2017,Abril,PR
2017,Abril,RJ
2017,Abril,RN
2017,Abril,RO
2017,Abril,RR
2017,Abril,RS
2017,Abril,SC
2017,Abril,SE
2017,Abril,SP
2017,Abril,TO
2017,Agosto,AC
2017,Agosto,AL
2017,Agosto,AM
2017,Agosto,AP
2017,Agosto,BA
2017,Agosto,CE
2017,Agosto,DF
2017,Agosto,ES
2017,Agosto,GO
2017,Agosto,MA
2017,Agosto,MG
2017,Agosto,MS
2017,Agosto,MT
2017,Agosto,PA
2017,Agosto,PB
2017,Agosto,PE
2017,Agosto,PI
2017,Agosto,PR
2017,Agosto,RJ
2017,Agosto,RN
2017,Agosto,RO
2017,Agosto,RR
2017,Agosto,RS
2017,Agosto,SC
2017,Agosto,SE
2017,Agosto,SP
2017,Agosto,TO
2017,Dezembro,AC
2017,Dezembro,AL
2017,Dezembro,AM
2017,Dezembro,AP
2017,Dezembro,BA
2017,Dezembro,CE
2017,Dezembro,DF
2017,Dezembro,ES
2017,Dezembro,GO
2017,Dezembro,MA
2017,Dezembro,MG
2017,Dezembro,MS
2017,Dezembro,MT
2017,Dezembro,PA
2017,Dezembro,PB
2017,Dezembro,PE
2017,Dezembro,PI
2017,Dezembro,PR
2017,Dezembro,RJ
2017,Dezembro,RN
2017,Dezembro,RO
2017,Dezembro,RR
2017,Dezembro,RS
2017,Dezembro,SC
2017,Dezembro,SE
2017,Dezembro,SP
2017,Dezembro,TO
2017,Fevereiro,AC
2017,Fevereiro,AL
2017,Fevereiro,AM
2017,Fevereiro,AP
2017,Fevereiro,BA
2017,Fevereiro,CE
2017,Fevereiro,DF
2017,Fevereiro,ES
2017,Fevereiro,GO
2017,Fevereiro,MA
2017,Fevereiro,MG
2017,Fevereiro,MS
2017,Fevereiro,MT
2017,Fevereiro,PA
2017,Fevereiro,PB
2017,Fevereiro,PE
2017,Fevereiro,PI
2017,Fevereiro,PR
2017,Fevereiro,RJ
2017,Fevereiro,RN
2017,Fevereiro,RO
2017,Fevereiro,RR
2017,Fevereiro,RS
2017,Fevereiro,SC
2017,Fevereiro,SE
2017,Fevereiro,SP
2017,Fevereiro,TO
2017,Janeiro,AC
2017,Janeiro,AL
2017,Janeiro,AM
2017,Janeiro,AP
2017,Janeiro,BA
2017,Janeiro,CE
2017,Janeiro,DF
2017,Janeiro,ES
2017,Janeiro,GO
2017,Janeiro,MA
2017,Janeiro,MG
2017,Janeiro,MS
2017,Janeiro,MT
2017,Janeiro,PA
2017,Janeiro,PB
2017,Janeiro,PE
2017,Janeiro,PI
2017,Janeiro,PR
2017,Janeiro,RJ
2017,Janeiro,RN
2017,Janeiro,RO
2017,Janeiro,RR
2017,Janeiro,RS
2017,Janeiro,SC
2017,Janeiro,SE
2017,Janeiro,SP
2017,Janeiro,TO
2017,Julho,AC
2017,Julho,AL
2017,Julho,AM
2017,Julho,AP
2017,Julho,BA
2017,Julho,CE
2017,Julho,DF
2017,Julho,ES
2017,Julho,GO
2017,Julho,MA
2017,Julho,MG
2017,Julho,MS
2017,Julho,MT
2017,Julho,PA
2017,Julho,PB
2017,Julho,PE
2017,Julho,PI
2017,Julho,PR
2017,Julho,RJ
2017,Julho,RN
2017,Julho,RO
2017,Julho,RR
2017,Julho,RS
2017,Julho,SC
2017,Julho,SE
2017,Julho,SP
2017,Julho,TO
2017,Junho,AC
2017,Junho,AL
2017,Junho,AM
2017,Junho,AP
2017,Junho,BA
2017,Junho,CE
2017,Junho,DF
2017,Junho,ES
2017,Junho,GO
2017,Junho,MA
2017,Junho,MG
2017,Junho,MS
2017,Junho,MT
2017,Junho,PA
2017,Junho,PB
2017,Junho,PE
2017,Junho,PI
2017,Junho,PR
2017,Junho,RJ
2017,Junho,RN
2017,Junho,RO
2017,Junho,RR
2017,Junho,RS
2017,Junho,SC
2017,Junho,SE
2017,Junho,SP
2017,Junho,TO
2017,Maio,AC
2017,Maio,AL
2017,Maio,AM
2017,Maio,AP
2017,Maio,BA
2017,Maio,CE
2017,Maio,DF
2017,Maio,ES
2017,Maio,GO
2017,Maio,MA
2017,Maio,MG
2017,Maio,MS
2017,Maio,MT
2017,Maio,PA
2017,Maio,PB
2017,Maio,PE
2017,Maio,PI
2017,Maio,PR
2017,Maio,RJ
2017,Maio,RN
2017,Maio,RO
2017,Maio,RR
2017,Maio,RS
2017,Maio,SC
2017,Maio,SE
2017,Maio,SP
2017,Maio,TO
2017,Março,AC
2017,Março,AL
2017,Março,AM
2017,Março,AP
2017,Março,BA
2017,Março,CE
2017,Março,DF
2017,Março,ES
2017,Março,GO
2017,Março,MA
2017,Março,MG
2017,Março,MS
2017,Março,MT
2017,Março,PA
2017,Março,PB
2017,Março,PE
2017,Março,PI
2017,Março,PR
2017,Março,RJ
2017,Março,RN
2017,Março,RO
2017,Março,RR
2017,Março,RS
2017,Março,SC
2017,Março,SE
2017,Março,SP
2017,Março,TO
2017,Novembro,AC
2017,Novembro,AL
2017,Novembro,AM
2017,Novembro,AP
2017,Novembro,BA
2017,Novembro,CE
2017,Novembro,DF
2017,Novembro,ES
2017,Novembro,GO
2017,Novembro,MA
2017,Novembro,MG
2017,Novembro,MS
2017,Novembro,MT
2017,Novembro,PA
2017,Novembro,PB
2017,Novembro,PE
2017,Novembro,PI
2017,Novembro,PR
2017,Novembro,RJ
2017,Novembro,RN
2017,Novembro,RO
2017,Novembro,RR
2017,Novembro,RS
2017,Novembro,SC
2017,Novembro,SE
2017,Novembro,SP
2017,Novembro,TO
2017,Outubro,AC
2017,Outubro,AL
2017,Outubro,AM
2017,Outubro,AP
2017,Outubro,BA
2017,Outubro,CE
2017,Outubro,DF
2017,Outubro,ES
2017,Outubro,GO
2017,Outubro,MA
2017,Outubro,MG
2017,Outubro,MS
2017,Outubro,MT
2017,Outubro,PA
2017,Outubro,PB
2017,Outubro,PE
2017,Outubro,PI
2017,Outubro,PR
2017,Outubro,RJ
2017,Outubro,RN
2017,Outubro,RO
2017,Outubro,RR
2017,Outubro,RS
2017,Outubro,SC
2017,Outubro,SE
2017,Outubro,SP
2017,Outubro,TO
2017,Setembro,AC
2017,Setembro,AL
2017,Setembro,AM
2017,Setembro,AP
2017,Setembro,BA
2017,Setembro,CE
2017,Setembro,DF
2017,Setembro,ES
2017,Setembro,GO
2017,Setembro,MA
2017,Setembro,MG
2017,Setembro,MS
2017,Setembro,MT
2017,Setembro,PA
2017,Setembro,PB
2017,Setembro,PE
2017,Setembro,PI
2017,Setembro,PR
2017,Setembro,RJ
2017,Setembro,RN
2017,Setembro,RO
2017,Setembro,RR
2017,Setembro,RS
2017,Setembro,SC
2017,Setembro,SE
2017,Setembro,SP
2017,Setembro,TO
2018,Abril,AC
2018,Abril,AL
2018,Abril,AM
2018,Abril,AP
2018,Abril,BA
2018,Abril,CE
2018,Abril,DF
2018,Abril,ES
2018,Abril,GO
2018,Abril,MA
2018,Abril,MG
2018,Abril,MS
2018,Abril,MT
2018,Abril,PA
2018,Abril,PB
2018,Abril,PE
2018,Abril,PI
2018,Abril,PR
2018,Abril,RJ
2018,Abril,RN
2018,Abril,RO
2018,Abril,RR
2018,Abril,RS
2018,Abril,SC
2018,Abril,SE
2018,Abril,SP
2018,Abril,TO
2018,Agosto,AC
2018,Agosto,AL
2018,Agosto,AM
2018,Agosto,AP
2018,Agosto,BA
2018,Agosto,CE
2018,Agosto,DF
2018,Agosto,ES
2018,Agosto,GO
2018,Agosto,MA
2018,Agosto,MG
2018,Agosto,MS
2018,Agosto,MT
2018,Agosto,PA
2018,Agosto,PB
2018,Agosto,PE
2018,Agosto,PI
2018,Agosto,PR
2018,Agosto,RJ
2018,Agosto,RN
2018,Agosto,RO
2018,Agosto,RR
2018,Agosto,RS
2018,Agosto,SC
2018,Agosto,SE
2018,Agosto,SP
2018,Agosto,TO
2018,Dezembro,AC
2018,Dezembro,AL
2018,Dezembro,AM
2018,Dezembro,AP
2018,Dezembro,BA
2018,Dezembro,CE
2018,Dezembro,DF
2018,Dezembro,ES
2018,Dezembro,GO
2018,Dezembro,MA
2018,Dezembro,MG
2018,Dezembro,MS
2018,Dezembro,MT
2018,Dezembro,PA
2018,Dezembro,PB
2018,Dezembro,PE
2018,Dezembro,PI
2018,Dezembro,PR
2018,Dezembro,RJ
2018,Dezembro,RN
2018,Dezembro,RO
2018,Dezembro,RR
2018,Dezembro,RS
2018,Dezembro,SC
2018,Dezembro,SE
2018,Dezembro,SP
2018,Dezembro,TO
2018,Fevereiro,AC
2018,Fevereiro,AL
2018,Fevereiro,AM
2018,Fevereiro,AP
2018,Fevereiro,BA
2018,Fevereiro,CE
2018,Fevereiro,DF
2018,Fevereiro,ES
2018,Fevereiro,GO
2018,Fevereiro,MA
2018,Fevereiro,MG
2018,Fevereiro,MS
2018,Fevereiro,MT
2018,Fevereiro,PA
2018,Fevereiro,PB
2018,Fevereiro,PE
2018,Fevereiro,PI
2018,Fevereiro,PR
2018,Fevereiro,RJ
2018,Fevereiro,RN
2018,Fevereiro,RO
2018,Fevereiro,RR
2018,Fevereiro,RS
2018,Fevereiro,SC
2018,Fevereiro,SE
2018,Fevereiro,SP
2018,Fevereiro,TO
2018,Janeiro,AC
2018,Janeiro,AL
2018,Janeiro,AM
2018,Janeiro,AP
2018,Janeiro,BA
2018,Janeiro,CE
2018,Janeiro,DF
2018,Janeiro,ES
2018,Janeiro,GO
2018,Janeiro,MA
2018,Janeiro,MG
2018,Janeiro,MS
2018,Janeiro,MT
2018,Janeiro,PA
2018,Janeiro,PB
2018,Janeiro,PE
2018,Janeiro,PI
2018,Janeiro,PR
2018,Janeiro,RJ
2018,Janeiro,RN
2018,Janeiro,RO
2018,Janeiro,RR
2018,Janeiro,RS
2018,Janeiro,SC
2018,Janeiro,SE
2018,Janeiro,SP
2018,Janeiro,TO
2018,Julho,AC
2018,Julho,AL
2018,Julho,AM
2018,Julho,AP
2018,Julho,BA
2018,Julho,CE
2018,Julho,DF
2018,Julho,ES
2018,Julho,GO
2018,Julho,MA
2018,Julho,MG
2018,Julho,MS
2018,Julho,MT
2018,Julho,PA
2018,Julho,PB
2018,Julho,PE
2018,Julho,PI
2018,Julho,PR
2018,Julho,RJ
2018,Julho,RN
2018,Julho,RO
2018,Julho,RR
2018,Julho,RS
2018,Julho,SC
2018,Julho,SE
2018,Julho,SP
2018,Julho,TO
2018,Junho,AC
2018,Junho,AL
2018,Junho,AM
2018,Junho,AP
2018,Junho,BA
2018,Junho,CE
2018,Junho,DF
2018,Junho,ES
2018,Junho,GO
2018,Junho,MA
2018,Junho,MG
2018,Junho,MS
2018,Junho,MT
2018,Junho,PA
2018,Junho,PB
2018,Junho,PE
2018,Junho,PI
2018,Junho,PR
2018,Junho,RJ
2018,Junho,RN
2018,Junho,RO
2018,Junho,RR
2018,Junho,RS
2018,Junho,SC
2018,Junho,SE
2018,Junho,SP
2018,Junho,TO
2018,Maio,AC
2018,Maio,AL
2018,Maio,AM
2018,Maio,AP
2018,Maio,BA
2018,Maio,CE
2018,Maio,DF
2018,Maio,ES
2018,Maio,GO
2018,Maio,MA
2018,Maio,MG
2018,Maio,MS
2018,Maio,MT
2018,Maio,PA
2018,Maio,PB
2018,Maio,PE
2018,Maio,PI
2018,Maio,PR
2018,Maio,RJ
2018,Maio,RN
2018,Maio,RO
2018,Maio,RR
2018,Maio,RS
2018,Maio,SC
2018,Maio,SE
2018,Maio,SP
2018,Maio,TO
2018,Março,AC
2018,Março,AL
2018,Março,AM
2018,Março,AP
2018,Março,BA
2018,Março,CE
2018,Março,DF
2018,Março,ES
2018,Março,GO
2018,Março,MA
2018,Março,MG
2018,Março,MS
2018,Março,MT
2018,Março,PA
2018,Março,PB
2018,Março,PE
2018,Março,PI
2018,Março,PR
2018,Março,RJ
2018,Março,RN
2018,Março,RO
2018,Março,RR
2018,Março,RS
2018,Março,SC
2018,Março,SE
2018,Março,SP
2018,Março,TO
2018,Novembro,AC
2018,Novembro,AL
2018,Novembro,AM
2018,Novembro,AP
2018,Novembro,BA
2018,Novembro,CE
2018,Novembro,DF
2018,Novembro,ES
2018,Novembro,GO
2018,Novembro,MA
2018,Novembro,MG
2018,Novembro,MS
2018,Novembro,MT
2018,Novembro,PA
2018,Novembro,PB
2018,Novembro,PE
2018,Novembro,PI
2018,Novembro,PR
2018,Novembro,RJ
2018,Novembro,RN
2018,Novembro,RO
2018,Novembro,RR
2018,Novembro,RS
2018,Novembro,SC
2018,Novembro,SE
2018,Novembro,SP
2018,Novembro,TO
2018,Outubro,AC
2018,Outubro,AL
2018,Outubro,AM
2018,Outubro,AP
2018,Outubro,BA
2018,Outubro,CE
2018,Outubro,DF
2018,Outubro,ES
2018,Outubro,GO
2018,Outubro,MA
2018,Outubro,MG
2018,Outubro,MS
2018,Outubro,MT
2018,Outubro,PA
2018,Outubro,PB
2018,Outubro,PE
2018,Outubro,PI
2018,Outubro,PR
2018,Outubro,RJ
2018,Outubro,RN
2018,Outubro,RO
2018,Outubro,RR
2018,Outubro,RS
2018,Outubro,SC
2018,Outubro,SE
2018,Outubro,SP
2018,Outubro,TO
2018,Setembro,AC
2018,Setembro,AL
2018,Setembro,AM
2018,Setembro,AP
2018,Setembro,BA
2018,Setembro,CE
2018,Setembro,DF
2018,Setembro,ES
2018,Setembro,GO
2018,Setembro,MA
2018,Setembro,MG
2018,Setembro,MS
2018,Setembro,MT
2018,Setembro,PA
2018,Setembro,PB
2018,Setembro,PE
2018,Setembro,PI
2018,Setembro,PR
2018,Setembro,RJ
2018,Setembro,RN
2018,Setembro,RO
2018,Setembro,RR
2018,Setembro,RS
2018,Setembro,SC
2018,Setembro,SE
2018,Setembro,SP
2018,Setembro,TO
2019,Abril,AC
2019,Abril,AL
2019,Abril,AM
2019,Abril,AP
2019,Abril,BA
2019,Abril,CE
2019,Abril,DF
2019,Abril,ES
2019,Abril,GO
2019,Abril,MA
2019,Abril,MG
2019,Abril,MS
2019,Abril,MT
2019,Abril,PA
2019,Abril,PB
2019,Abril,PE
2019,Abril,PI
2019,Abril,PR
2019,Abril,RJ
2019,Abril,RN
2019,Abril,RO
2019,Abril,RR
2019,Abril,RS
2019,Abril,SC
2019,Abril,SE
2019,Abril,SP
2019,Abril,TO
2019,Agosto,AC
2019,Agosto,AL
2019,Agosto,AM
2019,Agosto,AP
2019,Agosto,BA
2019,Agosto,CE
2019,Agosto,DF
2019,Agosto,ES
2019,Agosto,GO
2019,Agosto,MA
2019,Agosto,MG
2019,Agosto,MS
2019,Agosto,MT
2019,Agosto,PA
2019,Agosto,PB
2019,Agosto,PE
2019,Agosto,PI
2019,Agosto,PR
2019,Agosto,RJ
2019,Agosto,RN
2019,Agosto,RO
2019,Agosto,RR
2019,Agosto,RS
2019,Agosto,SC
2019,Agosto,SE
2019,Agosto,SP
2019,Agosto,TO
2019,Dezembro,AC
2019,Dezembro,AL
2019,Dezembro,AM
2019,Dezembro,AP
2019,Dezembro,BA
2019,Dezembro,CE
2019,Dezembro,DF
2019,Dezembro,ES
2019,Dezembro,GO
2019,Dezembro,MA
2019,Dezembro,MG
2019,Dezembro,MS
2019,Dezembro,MT
2019,Dezembro,PA
2019,Dezembro,PB
2019,Dezembro,PE
2019,Dezembro,PI
2019,Dezembro,PR
2019,Dezembro,RJ
2019,Dezembro,RN
2019,Dezembro,RO
2019,Dezembro,RR
2019,Dezembro,RS
2019,Dezembro,SC
2019,Dezembro,SE
2019,Dezembro,SP
2019,Dezembro,TO
2019,Fevereiro,AC
2019,Fevereiro,AL
2019,Fevereiro,AM
2019,Fevereiro,AP
2019,Fevereiro,BA
2019,Fevereiro,CE
2019,Fevereiro,DF
2019,Fevereiro,ES
2019,Fevereiro,GO
2019,Fevereiro,MA
2019,Fevereiro,MG
2019,Fevereiro,MS
2019,Fevereiro,MT
2019,Fevereiro,PA
2019,Fevereiro,PB
2019,Fevereiro,PE
2019,Fevereiro,PI
2019,Fevereiro,PR
2019,Fevereiro,RJ
2019,Fevereiro,RN
2019,Fevereiro,RO
2019,Fevereiro,RR
2019,Fevereiro,RS
2019,Fevereiro,SC
2019,Fevereiro,SE
2019,Fevereiro,SP
2019,Fevereiro,TO
2019,Janeiro,AC
2019,Janeiro,AL
2019,Janeiro,AM
2019,Janeiro,AP
2019,Janeiro,BA
2019,Janeiro,CE
2019,Janeiro,DF
2019,Janeiro,ES
2019,Janeiro,GO
2019,Janeiro,MA
2019,Janeiro,MG
2019,Janeiro,MS
2019,Janeiro,MT
2019,Janeiro,PA
2019,Janeiro,PB
2019,Janeiro,PE
2019,Janeiro,PI
2019,Janeiro,PR
2019,Janeiro,RJ
2019,Janeiro,RN
2019,Janeiro,RO
2019,Janeiro,RR
2019,Janeiro,RS
2019,Janeiro,SC
2019,Janeiro,SE
2019,Janeiro,SP
2019,Janeiro,TO
2019,Julho,AC
2019,Julho,AL
2019,Julho,AM
2019,Julho,AP
2019,Julho,BA
2019,Julho,CE
2019,Julho,DF
2019,Julho,ES
2019,Julho,GO
2019,Julho,MA
2019,Julho,MG
2019,Julho,MS
2019,Julho,MT
2019,Julho,PA
2019,Julho,PB
2019,Julho,PE
2019,Julho,PI
2019,Julho,PR
2019,Julho,RJ
2019,Julho,RN
2019,Julho,RO
2019,Julho,RR
2019,Julho,RS
2019,Julho,SC
2019,Julho,SE
2019,Julho,SP
2019,Julho,TO
2019,Junho,AC
2019,Junho,AL
2019,Junho,AM
2019,Junho,AP
2019,Junho,BA
2019,Junho,CE
2019,Junho,DF
2019,Junho,ES
2019,Junho,GO
2019,Junho,MA
2019,Junho,MG
2019,Junho,MS
2019,Junho,MT
2019,Junho,PA
2019,Junho,PB
2019,Junho,PE
2019,Junho,PI
2019,Junho,PR
2019,Junho,RJ
2019,Junho,RN
2019,Junho,RO
2019,Junho,RR
2019,Junho,RS
2019,Junho,SC
2019,Junho,SE
2019,Junho,SP
2019,Junho,TO
2019,Maio,AC
2019,Maio,AL
2019,Maio,AM
2019,Maio,AP
2019,Maio,BA
2019,Maio,CE
2019,Maio,DF
2019,Maio,ES
2019,Maio,GO
2019,Maio,MA
2019,Maio,MG
2019,Maio,MS
2019,Maio,MT
2019,Maio,PA
2019,Maio,PB
2019,Maio,PE
2019,Maio,PI
2019,Maio,PR
2019,Maio,RJ
2019,Maio,RN
2019,Maio,RO
2019,Maio,RR
2019,Maio,RS
2019,Maio,SC
2019,Maio,SE
2019,Maio,SP
2019,Maio,TO
2019,Março,AC
2019,Março,AL
2019,Março,AM
2019,Março,AP
2019,Março,BA
2019,Março,CE
2019,Março,DF
2019,Março,ES
2019,Março,GO
2019,Março,MA
2019,Março,MG
2019,Março,MS
2019,Março,MT
2019,Março,PA
2019,Março,PB
2019,Março,PE
2019,Março,PI
2019,Março,PR
2019,Março,RJ
2019,Março,RN
2019,Março,RO
2019,Março,RR
2019,Março,RS
2019,Março,SC
2019,Março,SE
2019,Março,SP
2019,Março,TO
2019,Novembro,AC
2019,Novembro,AL
2019,Novembro,AM
2019,Novembro,AP
2019,Novembro,BA
2019,Novembro,CE
2019,Novembro,DF
2019,Novembro,ES
2019,Novembro,GO
2019,Novembro,MA
2019,Novembro,MG
2019,Novembro,MS
2019,Novembro,MT
2019,Novembro,PA
2019,Novembro,PB
2019,Novembro,PE
2019,Novembro,PI
2019,Novembro,PR
2019,Novembro,RJ
2019,Novembro,RN
2019,Novembro,RO
2019,Novembro,RR
2019,Novembro,RS
2019,Novembro,SC
2019,Novembro,SE
2019,Novembro,SP
2019,Novembro,TO
2019,Outubro,AC
2019,Outubro,AL
2019,Outubro,AM
2019,Outubro,AP
2019,Outubro,BA
2019,Outubro,CE
2019,Outubro,DF
2019,Outubro,ES
2019,Outubro,GO
2019,Outubro,MA
2019,Outubro,MG
2019,Outubro,MS
2019,Outubro,MT
2019,Outubro,PA
2019,Outubro,PB
2019,Outubro,PE
2019,Outubro,PI
2019,Outubro,PR
2019,Outubro,RJ
2019,Outubro,RN
2019,Outubro,RO
2019,Outubro,RR
2019,Outubro,RS
2019,Outubro,SC
2019,Outubro,SE
2019,Outubro,SP
2019,Outubro,TO
2019,Setembro,AC
2019,Setembro,AL
2019,Setembro,AM
2019,Setembro,AP
2019,Setembro,BA
2019,Setembro,CE
2019,Setembro,DF
2019,Setembro,ES
2019,Setembro,GO
2019,Setembro,MA
2019,Setembro,MG
2019,Setembro,MS
2019,Setembro,MT
2019,Setembro,PA
2019,Setembro,PB
2019,Setembro,PE
2019,Setembro,PI
2019,Setembro,PR
2019,Setembro,RJ
2019,Setembro,RN
2019,Setembro,RO
2019,Setembro,RR
2019,Setembro,RS
2019,Setembro,SC
2019,Setembro,SE
2019,Setembro,SP
2019,Setembro,TO
2020,Abril,AC
2020,Abril,AL
2020,Abril,AM
2020,Abril,AP
2020,Abril,BA
2020,Abril,CE
2020,Abril,DF
2020,Abril,ES
2020,Abril,GO
2020,Abril,MA
2020,Abril,MG
2020,Abril,MS
2020,Abril,MT
2020,Abril,PA
2020,Abril,PB
2020,Abril,PE
2020,Abril,PI
2020,Abril,PR
2020,Abril,RJ
2020,Abril,RN
2020,Abril,RO
2020,Abril,RR
2020,Abril,RS
2020,Abril,SC
2020,Abril,SE
2020,Abril,SP
2020,Abril,TO
2020,Agosto,AC
2020,Agosto,AL
2020,Agosto,AM
2020,Agosto,AP
2020,Agosto,BA
2020,Agosto,CE
2020,Agosto,DF
2020,Agosto,ES
2020,Agosto,GO
2020,Agosto,MA
2020,Agosto,MG
2020,Agosto,MS
2020,Agosto,MT
2020,Agosto,PA
2020,Agosto,PB
2020,Agosto,PE
2020,Agosto,PI
2020,Agosto,PR
2020,Agosto,RJ
2020,Agosto,RN
2020,Agosto,RO
2020,Agosto,RR
2020,Agosto,RS
2020,Agosto,SC
2020,Agosto,SE
2020,Agosto,SP
2020,Agosto,TO
2020,Dezembro,AC
2020,Dezembro,AL
2020,Dezembro,AM
2020,Dezembro,AP
2020,Dezembro,BA
2020,Dezembro,CE
2020,Dezembro,DF
2020,Dezembro,ES
2020,Dezembro,GO
2020,Dezembro,MA
2020,Dezembro,MG
2020,Dezembro,MS
2020,Dezembro,MT
2020,Dezembro,PA
2020,Dezembro,PB
2020,Dezembro,PE
2020,Dezembro,PI
2020,Dezembro,PR
2020,Dezembro,RJ
2020,Dezembro,RN
2020,Dezembro,RO
2020,Dezembro,RR
2020,Dezembro,RS
2020,Dezembro,SC
2020,Dezembro,SE
2020,Dezembro,SP
2020,Dezembro,TO
2020,Fevereiro,AC
2020,Fevereiro,AL
2020,Fevereiro,AM
2020,Fevereiro,AP
2020,Fevereiro,BA
2020,Fevereiro,CE
2020,Fevereiro,DF
2020,Fevereiro,ES
2020,Fevereiro,GO
2020,Fevereiro,MA
2020,Fevereiro,MG
2020,Fevereiro,MS
2020,Fevereiro,MT
2020,Fevereiro,PA
2020,Fevereiro,PB
2020,Fevereiro,PE
2020,Fevereiro,PI
2020,Fevereiro,PR
2020,Fevereiro,RJ
2020,Fevereiro,RN
2020,Fevereiro,RO
2020,Fevereiro,RR
2020,Fevereiro,RS
2020,Fevereiro,SC
2020,Fevereiro,SE
2020,Fevereiro,SP
2020,Fevereiro,TO
2020,Janeiro,AC
2020,Janeiro,AL
2020,Janeiro,AM
2020,Janeiro,AP
2020,Janeiro,BA
2020,Janeiro,CE
2020,Janeiro,DF
2020,Janeiro,ES
2020,Janeiro,GO
2020,Janeiro,MA
2020,Janeiro,MG
2020,Janeiro,MS
2020,Janeiro,MT
2020,Janeiro,PA
2020,Janeiro,PB
2020,Janeiro,PE
2020,Janeiro,PI
2020,Janeiro,PR
2020,Janeiro,RJ
2020,Janeiro,RN
2020,Janeiro,RO
2020,Janeiro,RR
2020,Janeiro,RS
2020,Janeiro,SC
2020,Janeiro,SE
2020,Janeiro,SP
2020,Janeiro,TO
2020,Julho,AC
2020,Julho,AL
2020,Julho,AM
2020,Julho,AP
2020,Julho,BA
2020,Julho,CE
2020,Julho,DF
2020,Julho,ES
2020,Julho,GO
2020,Julho,MA
2020,Julho,MG
2020,Julho,MS
2020,Julho,MT
2020,Julho,PA
2020,Julho,PB
2020,Julho,PE
2020,Julho,PI
2020,Julho,PR
2020,Julho,RJ
2020,Julho,RN
2020,Julho,RO
2020,Julho,RR
2020,Julho,RS
2020,Julho,SC
2020,Julho,SE
2020,Julho,SP
2020,Julho,TO
2020,Junho,AC
2020,Junho,AL
2020,Junho,AM
2020,Junho,AP
2020,Junho,BA
2020,Junho,CE
2020,Junho,DF
2020,Junho,ES
2020,Junho,GO
2020,Junho,MA
2020,Junho,MG
2020,Junho,MS
2020,Junho,MT
2020,Junho,PA
2020,Junho,PB
2020,Junho,PE
2020,Junho,PI
2020,Junho,PR
2020,Junho,RJ
2020,Junho,RN
2020,Junho,RO
2020,Junho,RR
2020,Junho,RS
2020,Junho,SC
2020,Junho,SE
2020,Junho,SP
2020,Junho,TO
2020,Maio,AC
2020,Maio,AL
2020,Maio,AM
2020,Maio,AP
2020,Maio,BA
2020,Maio,CE
2020,Maio,DF
2020,Maio,ES
2020,Maio,GO
2020,Maio,MA
2020,Maio,MG
2020,Maio,MS
2020,Maio,MT
2020,Maio,PA
2020,Maio,PB
2020,Maio,PE
2020,Maio,PI
2020,Maio,PR
2020,Maio,RJ
2020,Maio,RN
2020,Maio,RO
2020,Maio,RR
2020,Maio,RS
2020,Maio,SC
2020,Maio,SE
2020,Maio,SP
2020,Maio,TO
2020,Março,AC
2020,Março,AL
2020,Março,AM
2020,Março,AP
2020,Março,BA
2020,Março,CE
2020,Março,DF
2020,Março,ES
2020,Março,GO
2020,Março,MA
2020,Março,MG
2020,Março,MS
2020,Março,MT
2020,Março,PA
2020,Março,PB
2020,Março,PE
2020,Março,PI
2020,Março,PR
2020,Março,RJ
2020,Março,RN
2020,Março,RO
2020,Março,RR
2020,Março,RS
2020,Março,SC
2020,Março,SE
2020,Março,SP
2020,Março,TO
2020,Novembro,AC
2020,Novembro,AL
2020,Novembro,AM
2020,Novembro,AP
2020,Novembro,BA
2020,Novembro,CE
2020,Novembro,DF
2020,Novembro,ES
2020,Novembro,GO
2020,Novembro,MA
2020,Novembro,MG
2020,Novembro,MS
2020,Novembro,MT
2020,Novembro,PA
2020,Novembro,PB
2020,Novembro,PE
2020,Novembro,PI
2020,Novembro,PR
2020,Novembro,RJ
2020,Novembro,RN
2020,Novembro,RO
2020,Novembro,RR
2020,Novembro,RS
2020,Novembro,SC
2020,Novembro,SE
2020,Novembro,SP
2020,Novembro,TO
2020,Outubro,AC
2020,Outubro,AL
2020,Outubro,AM
2020,Outubro,AP
2020,Outubro,BA
2020,Outubro,CE
2020,Outubro,DF
2020,Outubro,ES
2020,Outubro,GO
2020,Outubro,MA
2020,Outubro,MG
2020,Outubro,MS
2020,Outubro,MT
2020,Outubro,PA
2020,Outubro,PB
2020,Outubro,PE
2020,Outubro,PI
2020,Outubro,PR
2020,Outubro,RJ
2020,Outubro,RN
2020,Outubro,RO
2020,Outubro,RR
2020,Outubro,RS
2020,Outubro,SC
2020,Outubro,SE
