Ano,Mês,UF
2012,Setembro,PI
2012,Setembro,PR
2012,Setembro,RJ
2012,Setembro,RN
2012,Setembro,RO
2012,Setembro,RR
2012,Setembro,RS
2012,Setembro,SC
2012,Setembro,SE
2012,Setembro,SP
2012,Setembro,TO
2013,Abril,AC
2013,Abril,AL
2013,Abril,AM
2013,Abril,AP
2013,Abril,BA
2013,Abril,CE
2013,Abril,DF
2013,Abril,ES
2013,Abril,GO
2013,Abril,MA
2013,Abril,MG
2013,Abril,MS
2013,Abril,MT
2013,Abril,PA
2013,Abril,PB
2013,Abril,PE
2013,Abril,PI
2013,Abril,PR
2013,Abril,RJ
2013,Abril,RN
2013,Abril,RO
2013,Abril,RR
2013,Abril,RS
2013,Abril,SC
2013,Abril,SE
2013,Abril,SP
2013,Abril,TO
2013,Agosto,AC
2013,Agosto,AL
2013,Agosto,AM
2013,Agosto,AP
2013,Agosto,BA
2013,Agosto,CE
2013,Agosto,DF
2013,Agosto,ES
2013,Agosto,GO
2013,Agosto,MA
2013,Agosto,MG
2013,Agosto,MS
2013,Agosto,MT
2013,Agosto,PA
2013,Agosto,PB
2013,Agosto,PE
2013,Agosto,PI
2013,Agosto,PR
2013,Agosto,RJ
2013,Agosto,RN
2013,Agosto,RO
2013,Agosto,RR
2013,Agosto,RS
2013,Agosto,SC
2013,Agosto,SE
2013,Agosto,SP
2013,Agosto,TO
2013,Dezembro,AC
2013,Dezembro,AL
2013,Dezembro,AM
2013,Dezembro,AP
2013,Dezembro,BA
2013,Dezembro,CE
2013,Dezembro,DF
2013,Dezembro,ES
2013,Dezembro,GO
2013,Dezembro,MA
2013,Dezembro,MG
2013,Dezembro,MS
2013,Dezembro,MT
2013,Dezembro,PA
2013,Dezembro,PB
2013,Dezembro,PE
2013,Dezembro,PI
2013,Dezembro,PR
2013,Dezembro,RJ
2013,Dezembro,RN
2013,Dezembro,RO
2013,Dezembro,RR
2013,Dezembro,RS
2013,Dezembro,SC
2013,Dezembro,SE
2013,Dezembro,SP
2013,Dezembro,TO
2013,Fevereiro,AC
2013,Fevereiro,AL
2013,Fevereiro,AM
2013,Fevereiro,AP
2013,Fevereiro,BA
2013,Fevereiro,CE
2013,Fevereiro,DF
2013,Fevereiro,ES
2013,Fevereiro,GO
2013,Fevereiro,MA
2013,Fevereiro,MG
2013,Fevereiro,MS
2013,Fevereiro,MT
2013,Fevereiro,PA
2013,Fevereiro,PB
2013,Fevereiro,PE
2013,Fevereiro,PI
2013,Fevereiro,PR
2013,Fevereiro,RJ
2013,Fevereiro,RN
2013,Fevereiro,RO
2013,Fevereiro,RR
2013,Fevereiro,RS
2013,Fevereiro,SC
2013,Fevereiro,SE
2013,Fevereiro,SP
2013,Fevereiro,TO
2013,Janeiro,AC
2013,Janeiro,AL
2013,Janeiro,AM
2013,Janeiro,AP
2013,Janeiro,BA
2013,Janeiro,CE
2013,Janeiro,DF
2013,Janeiro,ES
2013,Janeiro,GO
2013,Janeiro,MA
2013,Janeiro,MG
2013,Janeiro,MS
2013,Janeiro,MT
2013,Janeiro,PA
2013,Janeiro,PB
2013,Janeiro,PE
2013,Janeiro,PI
2013,Janeiro,PR
2013,Janeiro,RJ
2013,Janeiro,RN
2013,Janeiro,RO
2013,Janeiro,RR
2013,Janeiro,RS
2013,Janeiro,SC
2013,Janeiro,SE
2013,Janeiro,SP
2013,Janeiro,TO
2013,Julho,AC
2013,Julho,AL
2013,Julho,AM
2013,Julho,AP
2013,Julho,BA
2013,Julho,CE
2013,Julho,DF
2013,Julho,ES
2013,Julho,GO
2013,Julho,MA
2013,Julho,MG
2013,Julho,MS
2013,Julho,MT
2013,Julho,PA
2013,Julho,PB
2013,Julho,PE
2013,Julho,PI
2013,Julho,PR
2013,Julho,RJ
2013,Julho,RN
2013,Julho,RO
2013,Julho,RR
2013,Julho,RS
2013,Julho,SC
2013,Julho,SE
2013,Julho,SP
2013,Julho,TO
2013,Junho,AC
2013,Junho,AL
2013,Junho,AM
2013,Junho,AP
2013,Junho,BA
2013,Junho,CE
2013,Junho,DF
2013,Junho,ES
2013,Junho,GO
2013,Junho,MA
2013,Junho,MG
2013,Junho,MS
2013,Junho,MT
2013,Junho,PA
2013,Junho,PB
2013,Junho,PE
2013,Junho,PI
2013,Junho,PR
2013,Junho,RJ
2013,Junho,RN
2013,Junho,RO
2013,Junho,RR
2013,Junho,RS
2013,Junho,SC
2013,Junho,SE
2013,Junho,SP
2013,Junho,TO
2013,Maio,AC
2013,Maio,AL
2013,Maio,AM
2013,Maio,AP
2013,Maio,BA
2013,Maio,CE
2013,Maio,DF
2013,Maio,ES
2013,Maio,GO
2013,Maio,MA
2013,Maio,MG
2013,Maio,MS
2013,Maio,MT
2013,Maio,PA
2013,Maio,PB
2013,Maio,PE
2013,Maio,PI
2013,Maio,PR
2013,Maio,RJ
2013,Maio,RN
2013,Maio,RO
2013,Maio,RR
2013,Maio,RS
2013,Maio,SC
2013,Maio,SE
2013,Maio,SP
2013,Maio,TO
2013,Março,AC
2013,Março,AL
2013,Março,AM
2013,Março,AP
2013,Março,BA
2013,Março,CE
2013,Março,DF
2013,Março,ES
2013,Março,GO
2013,Março,MA
2013,Março,MG
2013,Março,MS
2013,Março,MT
2013,Março,PA
2013,Março,PB
2013,Março,PE
2013,Março,PI
2013,Março,PR
2013,Março,RJ
2013,Março,RN
2013,Março,RO
2013,Março,RR
2013,Março,RS
2013,Março,SC
2013,Março,SE
2013,Março,SP
2013,Março,TO
2013,Novembro,AC
2013,Novembro,AL
2013,Novembro,AM
2013,Novembro,AP
2013,Novembro,BA
2013,Novembro,CE
2013,Novembro,DF
2013,Novembro,ES
2013,Novembro,GO
2013,Novembro,MA
2013,Novembro,MG
2013,Novembro,MS
2013,Novembro,MT
2013,Novembro,PA
2013,Novembro,PB
2013,Novembro,PE
2013,Novembro,PI
2013,Novembro,PR
2013,Novembro,RJ
2013,Novembro,RN
2013,Novembro,RO
2013,Novembro,RR
2013,Novembro,RS
2013,Novembro,SC
2013,Novembro,SE
2013,Novembro,SP
2013,Novembro,TO
2013,Outubro,AC
2013,Outubro,AL
2013,Outubro,AM
2013,Outubro,AP
2013,Outubro,BA
2013,Outubro,CE
2013,Outubro,DF
2013,Outubro,ES
2013,Outubro,GO
2013,Outubro,MA
2013,Outubro,MG
2013,Outubro,MS
2013,Outubro,MT
2013,Outubro,PA
2013,Outubro,PB
2013,Outubro,PE
2013,Outubro,PI
2013,Outubro,PR
2013,Outubro,RJ
2013,Outubro,RN
2013,Outubro,RO
2013,Outubro,RR
2013,Outubro,RS
2013,Outubro,SC
2013,Outubro,SE
2013,Outubro,SP
2013,Outubro,TO
2013,Setembro,AC
2013,Setembro,AL
2013,Setembro,AM
2013,Setembro,AP
2013,Setembro,BA
2013,Setembro,CE
2013,Setembro,DF
2013,Setembro,ES
2013,Setembro,GO
2013,Setembro,MA
2013,Setembro,MG
2013,Setembro,MS
2013,Setembro,MT
2013,Setembro,PA
2013,Setembro,PB
2013,Setembro,PE
2013,Setembro,PI
2013,Setembro,PR
2013,Setembro,RJ
2013,Setembro,RN
2013,Setembro,RO
2013,Setembro,RR
2013,Setembro,RS
2013,Setembro,SC
2013,Setembro,SE
2013,Setembro,SP
2013,Setembro,TO
2014,Abril,AC
2014,Abril,AL
2014,Abril,AM
2014,Abril,AP
2014,Abril,BA
2014,Abril,CE
2014,Abril,DF
2014,Abril,ES
2014,Abril,GO
2014,Abril,MA
2014,Abril,MG
2014,Abril,MS
2014,Abril,MT
2014,Abril,PA
2014,Abril,PB
2014,Abril,PE
2014,Abril,PI
2014,Abril,PR
2014,Abril,RJ
2014,Abril,RN
2014,Abril,RO
2014,Abril,RR
2014,Abril,RS
2014,Abril,SC
2014,Abril,SE
2014,Abril,SP
2014,Abril,TO
2014,Agosto,AC
2014,Agosto,AL
2014,Agosto,AM
2014,Agosto,AP
2014,Agosto,BA
2014,Agosto,CE
2014,Agosto,DF
2014,Agosto,ES
2014,Agosto,GO
2014,Agosto,MA
2014,Agosto,MG
2014,Agosto,MS
2014,Agosto,MT
2014,Agosto,PA
2014,Agosto,PB
2014,Agosto,PE
2014,Agosto,PI
2014,Agosto,PR
2014,Agosto,RJ
2014,Agosto,RN
2014,Agosto,RO
2014,Agosto,RR
2014,Agosto,RS
2014,Agosto,SC
2014,Agosto,SE
2014,Agosto,SP
2014,Agosto,TO
2014,Dezembro,AC
2014,Dezembro,AL
2014,Dezembro,AM
2014,Dezembro,AP
2014,Dezembro,BA
2014,Dezembro,CE
2014,Dezembro,DF
2014,Dezembro,ES
2014,Dezembro,GO
2014,Dezembro,MA
2014,Dezembro,MG
2014,Dezembro,MS
2014,Dezembro,MT
2014,Dezembro,PA
2014,Dezembro,PB
2014,Dezembro,PE
2014,Dezembro,PI
2014,Dezembro,PR
2014,Dezembro,RJ
2014,Dezembro,RN
2014,Dezembro,RO
2014,Dezembro,RR
2014,Dezembro,RS
2014,Dezembro,SC
2014,Dezembro,SE
2014,Dezembro,SP
2014,Dezembro,TO
2014,Fevereiro,AC
2014,Fevereiro,AL
2014,Fevereiro,AM
2014,Fevereiro,AP
2014,Fevereiro,BA
2014,Fevereiro,CE
2014,Fevereiro,DF
2014,Fevereiro,ES
2014,Fevereiro,GO
2014,Fevereiro,MA
2014,Fevereiro,MG
2014,Fevereiro,MS
2014,Fevereiro,MT
2014,Fevereiro,PA
2014,Fevereiro,PB
2014,Fevereiro,PE
2014,Fevereiro,PI
2014,Fevereiro,PR
2014,Fevereiro,RJ
2014,Fevereiro,RN
2014,Fevereiro,RO
2014,Fevereiro,RR
2014,Fevereiro,RS
2014,Fevereiro,SC
2014,Fevereiro,SE
2014,Fevereiro,SP
2014,Fevereiro,TO
2014,Janeiro,AC
2014,Janeiro,AL
2014,Janeiro,AM
2014,Janeiro,AP
2014,Janeiro,BA
2014,Janeiro,CE
2014,Janeiro,DF
2014,Janeiro,ES
2014,Janeiro,GO
2014,Janeiro,MA
2014,Janeiro,MG
2014,Janeiro,MS
2014,Janeiro,MT
2014,Janeiro,PA
2014,Janeiro,PB
2014,Janeiro,PE
2014,Janeiro,PI
2014,Janeiro,PR
2014,Janeiro,RJ
2014,Janeiro,RN
2014,Janeiro,RO
2014,Janeiro,RR
2014,Janeiro,RS
2014,Janeiro,SC
2014,Janeiro,SE
2014,Janeiro,SP
2014,Janeiro,TO
2014,Julho,AC
2014,Julho,AL
2014,Julho,AM
2014,Julho,AP
2014,Julho,BA
2014,Julho,CE
2014,Julho,DF
2014,Julho,ES
2014,Julho,GO
2014,Julho,MA
2014,Julho,MG
2014,Julho,MS
2014,Julho,MT
2014,Julho,PA
2014,Julho,PB
2014,Julho,PE
2014,Julho,PI
2014,Julho,PR
2014,Julho,RJ
2014,Julho,RN
2014,Julho,RO
2014,Julho,RR
2014,Julho,RS
2014,Julho,SC
2014,Julho,SE
2014,Julho,SP
2014,Julho,TO
2014,Junho,AC
2014,Junho,AL
2014,Junho,AM
2014,Junho,AP
2014,Junho,BA
2014,Junho,CE
2014,Junho,DF
2014,Junho,ES
2014,Junho,GO
2014,Junho,MA
2014,Junho,MG
2014,Junho,MS
2014,Junho,MT
2014,Junho,PA
2014,Junho,PB
2014,Junho,PE
2014,Junho,PI
2014,Junho,PR
2014,Junho,RJ
2014,Junho,RN
2014,Junho,RO
2014,Junho,RR
2014,Junho,RS
2014,Junho,SC
2014,Junho,SE
2014,Junho,SP
2014,Junho,TO
2014,Maio,AC
2014,Maio,AL
2014,Maio,AM
2014,Maio,AP
2014,Maio,BA
2014,Maio,CE
2014,Maio,DF
2014,Maio,ES
2014,Maio,GO
2014,Maio,MA
2014,Maio,MG
2014,Maio,MS
2014,Maio,MT
2014,Maio,PA
2014,Maio,PB
2014,Maio,PE
2014,Maio,PI
2014,Maio,PR
2014,Maio,RJ
2014,Maio,RN
2014,Maio,RO
2014,Maio,RR
2014,Maio,RS
2014,Maio,SC
2014,Maio,SE
2014,Maio,SP
2014,Maio,TO
2014,Março,AC
2014,Março,AL
2014,Março,AM
2014,Março,AP
2014,Março,BA
2014,Março,CE
2014,Março,DF
2014,Março,ES
2014,Março,GO
2014,Março,MA
2014,Março,MG
2014,Março,MS
2014,Março,MT
2014,Março,PA
2014,Março,PB
2014,Março,PE
2014,Março,PI
2014,Março,PR
2014,Março,RJ
2014,Março,RN
2014,Março,RO
2014,Março,RR
2014,Março,RS
2014,Março,SC
2014,Março,SE
2014,Março,SP
2014,Março,TO
2014,Novembro,AC
2014,Novembro,AL
2014,Novembro,AM
2014,Novembro,AP
2014,Novembro,BA
2014,Novembro,CE
2014,Novembro,DF
2014,Novembro,ES
2014,Novembro,GO
2014,Novembro,MA
2014,Novembro,MG
2014,Novembro,MS
2014,Novembro,MT
2014,Novembro,PA
2014,Novembro,PB
2014,Novembro,PE
2014,Novembro,PI
2014,Novembro,PR
2014,Novembro,RJ
2014,Novembro,RN
2014,Novembro,RO
2014,Novembro,RR
2014,Novembro,RS
2014,Novembro,SC
2014,Novembro,SE
2014,Novembro,SP
2014,Novembro,TO
2014,Outubro,AC
2014,Outubro,AL
2014,Outubro,AM
2014,Outubro,AP
2014,Outubro,BA
2014,Outubro,CE
2014,Outubro,DF
2014,Outubro,ES
2014,Outubro,GO
2014,Outubro,MA
2014,Outubro,MG
2014,Outubro,MS
2014,Outubro,MT
2014,Outubro,PA
2014,Outubro,PB
2014,Outubro,PE
2014,Outubro,PI
2014,Outubro,PR
2014,Outubro,RJ
2014,Outubro,RN
2014,Outubro,RO
2014,Outubro,RR
2014,Outubro,RS
2014,Outubro,SC
2014,Outubro,SE
2014,Outubro,SP
2014,Outubro,TO
2014,Setembro,AC
2014,Setembro,AL
2014,Setembro,AM
2014,Setembro,AP
2014,Setembro,BA
2014,Setembro,CE
2014,Setembro,DF
2014,Setembro,ES
2014,Setembro,GO
2014,Setembro,MA
2014,Setembro,MG
2014,Setembro,MS
2014,Setembro,MT
2014,Setembro,PA
2014,Setembro,PB
2014,Setembro,PE
2014,Setembro,PI
2014,Setembro,PR
2014,Setembro,RJ
2014,Setembro,RN
2014,Setembro,RO
2014,Setembro,RR
2014,Setembro,RS
2014,Setembro,SC
2014,Setembro,SE
2014,Setembro,SP
2014,Setembro,TO
2015,Abril,AC
2015,Abril,AL
2015,Abril,AM
2015,Abril,AP
2015,Abril,BA
2015,Abril,CE
2015,Abril,DF
2015,Abril,ES
2015,Abril,GO
2015,Abril,MA
2015,Abril,MG
2015,Abril,MS
2015,Abril,MT
2015,Abril,PA
2015,Abril,PB
2015,Abril,PE
2015,Abril,PI
2015,Abril,PR
2015,Abril,RJ
2015,Abril,RN
2015,Abril,RO
2015,Abril,RR
2015,Abril,RS
2015,Abril,SC
2015,Abril,SE
2015,Abril,SP
2015,Abril,TO
2015,Agosto,AC
2015,Agosto,AL
2015,Agosto,AM
2015,Agosto,AP
2015,Agosto,BA
2015,Agosto,CE
2015,Agosto,DF
2015,Agosto,ES
2015,Agosto,GO
2015,Agosto,MA
2015,Agosto,MG
2015,Agosto,MS
2015,Agosto,MT
2015,Agosto,PA
2015,Agosto,PB
2015,Agosto,PE
2015,Agosto,PI
2015,Agosto,PR
2015,Agosto,RJ
2015,Agosto,RN
2015,Agosto,RO
2015,Agosto,RR
2015,Agosto,RS
2015,Agosto,SC
2015,Agosto,SE
2015,Agosto,SP
2015,Agosto,TO
2015,Dezembro,AC
2015,Dezembro,AL
2015,Dezembro,AM
2015,Dezembro,AP
2015,Dezembro,BA
2015,Dezembro,CE
2015,Dezembro,DF
2015,Dezembro,ES
2015,Dezembro,GO
2015,Dezembro,MA
2015,Dezembro,MG
2015,Dezembro,MS
2015,Dezembro,MT
2015,Dezembro,PA
2015,Dezembro,PB
2015,Dezembro,PE
2015,Dezembro,PI
2015,Dezembro,PR
2015,Dezembro,RJ
2015,Dezembro,RN
2015,Dezembro,RO
2015,Dezembro,RR
2015,Dezembro,RS
2015,Dezembro,SC
2015,Dezembro,SE
2015,Dezembro,SP
2015,Dezembro,TO
2015,Fevereiro,AC
2015,Fevereiro,AL
2015,Fevereiro,AM
2015,Fevereiro,AP
2015,Fevereiro,BA
2015,Fevereiro,CE
2015,Fevereiro,DF
2015,Fevereiro,ES
2015,Fevereiro,GO
2015,Fevereiro,MA
2015,Fevereiro,MG
2015,Fevereiro,MS
2015,Fevereiro,MT
2015,Fevereiro,PA
2015,Fevereiro,PB
2015,Fevereiro,PE
2015,Fevereiro,PI
2015,Fevereiro,PR
2015,Fevereiro,RJ
2015,Fevereiro,RN
2015,Fevereiro,RO
2015,Fevereiro,RR
2015,Fevereiro,RS
2015,Fevereiro,SC
2015,Fevereiro,SE
2015,Fevereiro,SP
2015,Fevereiro,TO
2015,Janeiro,AC
2015,Janeiro,AL
2015,Janeiro,AM
2015,Janeiro,AP
2015,Janeiro,BA
2015,Janeiro,CE
2015,Janeiro,DF
2015,Janeiro,ES
2015,Janeiro,GO
2015,Janeiro,MA
2015,Janeiro,MG
2015,Janeiro,MS
2015,Janeiro,MT
2015,Janeiro,PA
2015,Janeiro,PB
2015,Janeiro,PE
2015,Janeiro,PI
2015,Janeiro,PR
2015,Janeiro,RJ
2015,Janeiro,RN
2015,Janeiro,RO
2015,Janeiro,RR
2015,Janeiro,RS
2015,Janeiro,SC
2015,Janeiro,SE
2015,Janeiro,SP
2015,Janeiro,TO
2015,Julho,AC
2015,Julho,AL
2015,Julho,AM
2015,Julho,AP
2015,Julho,BA
2015,Julho,CE
2015,Julho,DF
2015,Julho,ES
2015,Julho,GO
2015,Julho,MA
2015,Julho,MG
2015,Julho,MS
2015,Julho,MT
2015,Julho,PA
2015,Julho,PB
2015,Julho,PE
2015,Julho,PI
2015,Julho,PR
2015,Julho,RJ
2015,Julho,RN
2015,Julho,RO
2015,Julho,RR
2015,Julho,RS
2015,Julho,SC
2015,Julho,SE
2015,Julho,SP
2015,Julho,TO
2015,Junho,AC
2015,Junho,AL
2015,Junho,AM
2015,Junho,AP
2015,Junho,BA
2015,Junho,CE
2015,Junho,DF
2015,Junho,ES
2015,Junho,GO
2015,Junho,MA
2015,Junho,MG
2015,Junho,MS
2015,Junho,MT
2015,Junho,PA
2015,Junho,PB
2015,Junho,PE
2015,Junho,PI
2015,Junho,PR
2015,Junho,RJ
2015,Junho,RN
2015,Junho,RO
2015,Junho,RR
2015,Junho,RS
2015,Junho,SC
2015,Junho,SE
2015,Junho,SP
2015,Junho,TO
2015,Maio,AC
2015,Maio,AL
2015,Maio,AM
2015,Maio,AP
2015,Maio,BA
2015,Maio,CE
2015,Maio,DF
2015,Maio,ES
2015,Maio,GO
2015,Maio,MA
2015,Maio,MG
2015,Maio,MS
2015,Maio,MT
2015,Maio,PA
2015,Maio,PB
2015,Maio,PE
2015,Maio,PI
2015,Maio,PR
2015,Maio,RJ
2015,Maio,RN
2015,Maio,RO
2015,Maio,RR
2015,Maio,RS
2015,Maio,SC
2015,Maio,SE
2015,Maio,SP
2015,Maio,TO
2015,Março,AC
2015,Março,AL
2015,Março,AM
2015,Março,AP
2015,Março,BA
2015,Março,CE
2015,Março,DF
2015,Março,ES
2015,Março,GO
2015,Março,MA
2015,Março,MG
2015,Março,MS
2015,Março,MT
2015,Março,PA
2015,Março,PB
2015,Março,PE
2015,Março,PI
2015,Março,PR
2015,Março,RJ
2015,Março,RN
2015,Março,RO
2015,Março,RR
2015,Março,RS
2015,Março,SC
2015,Março,SE
2015,Março,SP
2015,Março,TO
2015,Novembro,AC
2015,Novembro,AL
2015,Novembro,AM
2015,Novembro,AP
2015,Novembro,BA
2015,Novembro,CE
2015,Novembro,DF
2015,Novembro,ES
2015,Novembro,GO
2015,Novembro,MA
2015,Novembro,MG
2015,Novembro,MS
2015,Novembro,MT
2015,Novembro,PA
2015,Novembro,PB
2015,Novembro,PE
2015,Novembro,PI
2015,Novembro,PR
2015,Novembro,RJ
2015,Novembro,RN
2015,Novembro,RO
2015,Novembro,RR
2015,Novembro,RS
2015,Novembro,SC
2015,Novembro,SE
2015,Novembro,SP
2015,Novembro,TO
2015,Outubro,AC
2015,Outubro,AL
2015,Outubro,AM
2015,Outubro,AP
2015,Outubro,BA
2015,Outubro,CE
2015,Outubro,DF
2015,Outubro,ES
2015,Outubro,GO
2015,Outubro,MA
2015,Outubro,MG
2015,Outubro,MS
2015,Outubro,MT
2015,Outubro,PA
2015,Outubro,PB
2015,Outubro,PE
2015,Outubro,PI
2015,Outubro,PR
2015,Outubro,RJ
2015,Outubro,RN
2015,Outubro,RO
2015,Outubro,RR
2015,Outubro,RS
2015,Outubro,SC
2015,Outubro,SE
2015,Outubro,SP
2015,Outubro,TO
2015,Setembro,AC
2015,Setembro,AL
2015,Setembro,AM
2015,Setembro,AP
2015,Setembro,BA
2015,Setembro,CE
2015,Setembro,DF
2015,Setembro,ES
2015,Setembro,GO
2015,Setembro,MA
2015,Setembro,MG
2015,Setembro,MS
2015,Setembro,MT
2015,Setembro,PA
2015,Setembro,PB
2015,Setembro,PE
2015,Setembro,PI
2015,Setembro,PR
2015,Setembro,RJ
2015,Setembro,RN
2015,Setembro,RO
2015,Setembro,RR
2015,Setembro,RS
2015,Setembro,SC
2015,Setembro,SE
2015,Setembro,SP
2015,Setembro,TO
2016,Abril,AC
2016,Abril,AL
2016,Abril,AM
2016,Abril,AP
2016,Abril,BA
2016,Abril,CE
2016,Abril,DF
2016,Abril,ES
2016,Abril,GO
2016,Abril,MA
2016,Abril,MG
2016,Abril,MS
2016,Abril,MT
2016,Abril,PA
2016,Abril,PB
2016,Abril,PE
2016,Abril,PI
2016,Abril,PR
2016,Abril,RJ
2016,Abril,RN
2016,Abril,RO
2016,Abril,RR
2016,Abril,RS
2016,Abril,SC
2016,Abril,SE
2016,Abril,SP
2016,Abril,TO
2016,Agosto,AC
2016,Agosto,AL
2016,Agosto,AM
2016,Agosto,AP
2016,Agosto,BA
2016,Agosto,CE
2016,Agosto,DF
2016,Agosto,ES
2016,Agosto,GO
2016,Agosto,MA
2016,Agosto,MG
2016,Agosto,MS
2016,Agosto,MT
2016,Agosto,PA
2016,Agosto,PB
2016,Agosto,PE
2016,Agosto,PI
2016,Agosto,PR
2016,Agosto,RJ
2016,Agosto,RN
2016,Agosto,RO
2016,Agosto,RR
2016,Agosto,RS
2016,Agosto,SC
2016,Agosto,SE
2016,Agosto,SP
2016,Agosto,TO
2016,Dezembro,AC
2016,Dezembro,AL
2016,Dezembro,AM
2016,Dezembro,AP
2016,Dezembro,BA
2016,Dezembro,CE
2016,Dezembro,DF
2016,Dezembro,ES
2016,Dezembro,GO
2016,Dezembro,MA
2016,Dezembro,MG
2016,Dezembro,MS
2016,Dezembro,MT
2016,Dezembro,PA
2016,Dezembro,PB
2016,Dezembro,PE
2016,Dezembro,PI
2016,Dezembro,PR
2016,Dezembro,RJ
2016,Dezembro,RN
2016,Dezembro,RO
2016,Dezembro,RR
2016,Dezembro,RS
2016,Dezembro,SC
2016,Dezembro,SE
2016,Dezembro,SP
2016,Dezembro,TO
2016,Fevereiro,AC
2016,Fevereiro,AL
2016,Fevereiro,AM
2016,Fevereiro,AP
2016,Fevereiro,BA
2016,Fevereiro,CE
2016,Fevereiro,DF
2016,Fevereiro,ES
2016,Fevereiro,GO
2016,Fevereiro,MA
2016,Fevereiro,MG
2016,Fevereiro,MS
2016,Fevereiro,MT
2016,Fevereiro,PA
2016,Fevereiro,PB
2016,Fevereiro,PE
2016,Fevereiro,PI
2016,Fevereiro,PR
2016,Fevereiro,RJ
2016,Fevereiro,RN
2016,Fevereiro,RO
2016,Fevereiro,RR
2016,Fevereiro,RS
2016,Fevereiro,SC
2016,Fevereiro,SE
2016,Fevereiro,SP
2016,Fevereiro,TO
2016,Janeiro,AC
2016,Janeiro,AL
2016,Janeiro,AM
2016,Janeiro,AP
2016,Janeiro,BA
2016,Janeiro,CE
2016,Janeiro,DF
2016,Janeiro,ES
2016,Janeiro,GO
2016,Janeiro,MA
2016,Janeiro,MG
2016,Janeiro,MS
2016,Janeiro,MT
2016,Janeiro,PA
2016,Janeiro,PB
2016,Janeiro,PE
2016,Janeiro,PI
2016,Janeiro,PR
2016,Janeiro,RJ
2016,Janeiro,RN
2016,Janeiro,RO
2016,Janeiro,RR
2016,Janeiro,RS
2016,Janeiro,SC
2016,Janeiro,SE
2016,Janeiro,SP
2016,Janeiro,TO
2016,Julho,AC
2016,Julho,AL
2016,Julho,AM
2016,Julho,AP
2016,Julho,BA
2016,Julho,CE
2016,Julho,DF
2016,Julho,ES
2016,Julho,GO
2016,Julho,MA
2016,Julho,MG
2016,Julho,MS
2016,Julho,MT
2016,Julho,PA
2016,Julho,PB
2016,Julho,PE
2016,Julho,PI
2016,Julho,PR
2016,Julho,RJ
2016,Julho,RN
2016,Julho,RO
2016,Julho,RR
2016,Julho,RS
2016,Julho,SC
2016,Julho,SE
2016,Julho,SP
2016,Julho,TO
2016,Junho,AC
2016,Junho,AL
2016,Junho,AM
2016,Junho,AP
2016,Junho,BA
2016,Junho,CE
2016,Junho,DF
2016,Junho,ES
2016,Junho,GO
2016,Junho,MA
2016,Junho,MG
2016,Junho,MS
2016,Junho,MT
2016,Junho,PA
2016,Junho,PB
2016,Junho,PE
2016,Junho,PI
2016,Junho,PR
2016,Junho,RJ
2016,Junho,RN
2016,Junho,RO
2016,Junho,RR
2016,Junho,RS
2016,Junho,SC
2016,Junho,SE
2016,Junho,SP
2016,Junho,TO
2016,Maio,AC
2016,Maio,AL
2016,Maio,AM
2016,Maio,AP
2016,Maio,BA
2016,Maio,CE
2016,Maio,DF
2016,Maio,ES
2016,Maio,GO
2016,Maio,MA
2016,Maio,MG
2016,Maio,MS
2016,Maio,MT
2016,Maio,PA
2016,Maio,PB
2016,Maio,PE
2016,Maio,PI
2016,Maio,PR
2016,Maio,RJ
2016,Maio,RN
2016,Maio,RO
2016,Maio,RR
2016,Maio,RS
2016,Maio,SC
2016,Maio,SE
2016,Maio,SP
2016,Maio,TO
2016,Março,AC
2016,Março,AL
2016,Março,AM
2016,Março,AP
2016,Março,BA
2016,Março,CE
2016,Março,DF
2016,Março,ES
2016,Março,GO
2016,Março,MA
2016,Março,MG
2016,Março,MS
2016,Março,MT
2016,Março,PA
2016,Março,PB
2016,Março,PE
2016,Março,PI
2016,Março,PR
2016,Março,RJ
2016,Março,RN
2016,Março,RO
2016,Março,RR
2016,Março,RS
2016,Março,SC
2016,Março,SE
2016,Março,SP
2016,Março,TO
2016,Novembro,AC
2016,Novembro,AL
2016,Novembro,AM
2016,Novembro,AP
2016,Novembro,BA
2016,Novembro,CE
2016,Novembro,DF
2016,Novembro,ES
2016,Novembro,GO
2016,Novembro,MA
2016,Novembro,MG
2016,Novembro,MS
2016,Novembro,MT
2016,Novembro,PA
2016,Novembro,PB
2016,Novembro,PE
2016,Novembro,PI
2016,Novembro,PR
2016,Novembro,RJ
2016,Novembro,RN
2016,Novembro,RO
2016,Novembro,RR
2016,Novembro,RS
2016,Novembro,SC
2016,Novembro,SE
2016,Novembro,SP
2016,Novembro,TO
2016,Outubro,AC
2016,Outubro,AL
2016,Outubro,AM
2016,Outubro,AP
2016,Outubro,BA
2016,Outubro,CE
2016,Outubro,DF
2016,Outubro,ES
2016,Outubro,GO
2016,Outubro,MA
2016,Outubro,MG
2016,Outubro,MS
2016,Outubro,MT
2016,Outubro,PA
2016,Outubro,PB
2016,Outubro,PE
2016,Outubro,PI
2016,Outubro,PR
2016,Outubro,RJ
2016,Outubro,RN
2016,Outubro,RO
2016,Outubro,RR
2016,Outubro,RS
2016,Outubro,SC
2016,Outubro,SE
2016,Outubro,SP
2016,Outubro,TO
2016,Setembro,AC
2016,Setembro,AL
2016,Setembro,AM
2016,Setembro,AP
2016,Setembro,BA
2016,Setembro,CE
2016,Setembro,DF
